City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Naze,JP,28.3667,129.4833,67.96,60,87,14.54,overcast clouds
348,Constantine,DZ,36.365,6.6147,58.73,61,91,2.66,overcast clouds
349,Zambezi,ZM,-13.5432,23.1047,77.29,57,60,4.27,broken clouds
350,Kamina,CD,-8.7386,24.9906,71.89,77,100,0.94,overcast clouds
351,Baruun-Urt,MN,46.6806,113.2792,47.25,28,26,14.09,scattered clouds
352,Lewistown,US,40.5992,-77.5714,55.51,93,90,4.61,overcast clouds
353,Cingoli,IT,43.3733,13.2025,51.89,96,96,2.01,overcast clouds
354,Hambantota,LK,6.1241,81.1185,86.45,63,38,14.47,scattered clouds
355,Mazatlan,MX,23.2167,-106.4167,83.01,92,1,0.0,clear sky
356,Panacan,PH,9.2463,118.4082,82.78,76,100,3.11,heavy intensity rain
357,Lavrentiya,RU,65.5833,-171.0,26.6,83,100,11.61,overcast clouds
358,Jiangyou,CN,31.7667,104.7167,56.14,86,100,1.86,light rain
359,Yining,CN,29.0361,114.5636,67.95,47,12,2.35,few clouds
360,Beyneu,KZ,45.3167,55.2,56.28,25,5,15.75,clear sky
361,Trat,TH,12.5,102.5,86.92,82,100,8.14,overcast clouds
362,Santa Cruz,BO,-17.8,-63.1667,80.06,74,7,11.5,clear sky
363,Las Margaritas,MX,16.3167,-91.9833,60.06,97,98,2.37,overcast clouds
364,Morgan City,US,29.6994,-91.2068,72.03,93,16,2.77,few clouds
365,Makinsk,KZ,52.6292,70.4169,38.37,64,100,21.97,overcast clouds
366,Plon,DE,54.1667,10.4167,43.75,82,35,9.51,scattered clouds
367,Tieli,CN,46.95,128.05,51.89,37,8,11.81,clear sky
368,Znamenskoye,RU,57.1281,73.8282,44.04,86,100,15.32,light rain
369,Polson,US,47.6936,-114.1632,47.77,58,100,1.01,moderate rain
370,Ngatea,NZ,-37.2833,175.5,58.12,71,100,11.14,overcast clouds
371,Young,UY,-32.6833,-57.6333,62.22,79,100,7.25,moderate rain
372,Hamilton,US,39.1834,-84.5333,53.11,95,90,1.01,overcast clouds
373,Constitucion,CL,-35.3333,-72.4167,49.3,71,2,8.55,clear sky
374,Pocone,BR,-16.2567,-56.6228,77.74,78,29,8.55,scattered clouds
375,Gushikawa,JP,26.3544,127.8686,74.79,52,75,10.36,broken clouds
376,Bathsheba,BB,13.2167,-59.5167,83.01,69,75,23.02,broken clouds
377,Kabelvag,NO,68.2114,14.4817,30.52,66,66,3.15,broken clouds
378,Coihueco,CL,-36.6167,-71.8333,43.54,93,2,9.22,clear sky
379,Aklera,IN,24.4167,76.5667,81.3,47,3,7.23,clear sky
380,Medina Del Campo,ES,41.3124,-4.9141,38.71,90,0,1.21,clear sky
381,Kutum,SD,14.2,24.6667,76.48,22,49,17.13,scattered clouds
382,Salinopolis,BR,-0.6136,-47.3561,78.64,87,100,8.1,overcast clouds
383,Najran,SA,17.4924,44.1277,74.52,25,81,7.99,broken clouds
384,Zhanaozen,KZ,43.3,52.8,55.26,26,0,17.11,clear sky
385,Roma,US,43.2128,-75.4557,40.42,95,1,0.0,clear sky
386,Codrington,AU,-38.2667,141.9667,55.94,68,52,14.14,broken clouds
387,Morges,CH,46.5113,6.4985,45.23,89,17,12.41,few clouds
388,Nanortalik,GL,60.1432,-45.2371,38.03,98,100,7.47,light rain
389,Bonavista,CA,48.6499,-53.1147,52.12,91,100,10.69,light rain
390,Pangkalanbuun,ID,-2.6833,111.6167,82.08,77,98,3.09,overcast clouds
391,Ak-Dovurak,RU,51.1833,90.6,38.64,84,99,2.06,overcast clouds
392,Narrabri,AU,-30.3167,149.7833,94.51,37,0,3.0,clear sky
393,Krasnoselkup,RU,65.7,82.4667,29.66,91,99,16.17,overcast clouds
394,Cayenne,GF,4.9333,-52.3333,77.09,90,90,0.0,mist
395,Seymchan,RU,62.8833,152.4333,4.98,72,99,0.87,overcast clouds
396,Bilibino,RU,68.0546,166.4372,-2.78,100,99,1.07,overcast clouds
397,Tiksi,RU,71.6872,128.8694,3.85,95,100,2.01,overcast clouds
398,Shahrud,IR,36.4182,54.9763,56.28,23,0,6.11,clear sky
399,Coihaique,CL,-45.5752,-72.0662,44.55,76,90,9.22,light rain
400,Paoua,CF,7.2427,16.4406,71.46,90,52,3.74,broken clouds
401,Puerto Leguizamo,CO,-0.1934,-74.7819,72.21,97,95,2.17,overcast clouds
402,Nicoya,CR,10.1483,-85.452,74.75,95,48,1.9,scattered clouds
403,Onokhoy,RU,51.932,108.0747,46.15,36,2,4.7,clear sky
404,Sosnytsya,UA,51.5239,32.4999,44.67,71,42,12.3,scattered clouds
405,Ahipara,NZ,-35.1667,173.1667,61.21,96,100,15.82,overcast clouds
406,Alice Springs,AU,-23.7,133.8833,89.15,17,1,13.8,clear sky
407,Troitsko-Pechorsk,RU,62.7084,56.1964,38.41,87,100,9.37,overcast clouds
408,Lagoa,PT,39.05,-27.9833,67.08,72,52,13.33,broken clouds
409,Boromo,BF,11.75,-2.9333,76.21,78,33,3.65,scattered clouds
410,Nome,US,64.5011,-165.4064,35.67,64,90,10.36,overcast clouds
411,Ponta Delgada,PT,37.7333,-25.6667,65.12,100,40,2.3,scattered clouds
412,Thinadhoo,MV,0.5333,72.9333,83.21,71,80,12.19,broken clouds
413,Nouadhibou,MR,20.931,-17.0347,67.98,77,42,14.97,scattered clouds
414,Paamiut,GL,61.994,-49.6678,33.48,55,2,26.08,clear sky
415,Maiduguri,NG,11.8464,13.1603,82.33,53,20,2.33,few clouds
416,Yulara,AU,-25.2406,130.9889,85.84,19,0,14.97,clear sky
417,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,37,20,29.93,few clouds
418,Amga,RU,60.8953,131.9608,32.95,98,100,4.74,light snow
419,Grindavik,IS,63.8424,-22.4338,45.07,93,90,6.91,overcast clouds
420,Mecca,SA,21.4267,39.8261,89.31,30,25,4.76,scattered clouds
421,Xihe,CN,31.6864,113.4659,65.86,41,51,1.77,broken clouds
422,Flinders,AU,-34.5833,150.8552,79.21,72,60,1.99,broken clouds
423,Tianpeng,CN,30.9866,103.9393,56.41,77,100,1.34,overcast clouds
424,Mugur-Aksy,RU,50.35,90.5,33.6,78,97,2.95,overcast clouds
425,Ovsyanka,RU,55.9575,92.5519,41.97,50,60,15.46,broken clouds
426,Khudumelapye,BW,-23.8833,24.75,75.54,14,0,5.5,clear sky
427,Oktyabrskiy,RU,54.4815,53.471,50.45,78,27,15.17,scattered clouds
428,Srednekolymsk,RU,67.45,153.6833,-7.58,97,51,0.47,broken clouds
429,Hokitika,NZ,-42.7167,170.9667,57.63,75,100,6.11,overcast clouds
430,Scarborough,GB,54.2797,-0.4044,49.08,90,90,1.01,overcast clouds
431,Kingman,US,35.1894,-114.053,68.9,20,1,9.22,clear sky
432,Madera,US,37.1666,-119.8343,63.09,79,99,5.99,overcast clouds
433,Tonantins,BR,-2.8731,-67.8022,75.79,85,93,1.05,overcast clouds
434,Qaqortoq,GL,60.7167,-46.0333,37.9,98,100,3.02,light rain
435,Yeppoon,AU,-23.1333,150.7333,96.58,52,3,15.57,clear sky
436,Dicabisagan,PH,17.0818,122.4157,83.12,76,63,7.67,broken clouds
437,Jibuti,DJ,11.5,42.5,85.42,52,37,15.14,scattered clouds
438,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.01,87,13,5.66,few clouds
439,Otofuke,JP,42.9917,143.2003,50.95,53,40,10.36,scattered clouds
440,Dinguiraye,GN,11.3,-10.7167,70.34,96,100,1.03,light rain
441,Hasaki,JP,35.7333,140.8333,64.8,47,32,19.26,scattered clouds
442,Geraldton,AU,-28.7667,114.6,79.21,34,0,19.57,clear sky
443,Kautokeino,NO,69.0125,23.0412,12.56,88,100,2.64,overcast clouds
444,Leh,IN,34.1667,77.5833,37.13,66,100,7.16,overcast clouds
445,Batagay,RU,67.6333,134.6333,8.8,97,93,1.39,overcast clouds
446,Vetlanda,SE,57.4289,15.0776,37.54,78,65,9.44,broken clouds
447,Ketchikan,US,55.3422,-131.6461,45.63,89,100,13.06,light rain
448,Cap Malheureux,MU,-19.9842,57.6142,79.47,69,49,10.0,scattered clouds
449,Seydi,TM,39.4816,62.9137,55.69,23,0,10.13,clear sky
450,Mzimba,MW,-11.9,33.6,79.92,36,6,10.0,clear sky
451,Asyut,EG,27.181,31.1837,69.46,67,10,13.35,clear sky
452,Soloneshnoye,RU,51.6544,84.3197,47.03,29,11,9.62,few clouds
453,Amuntai,ID,-2.4177,115.2494,93.65,46,86,2.15,overcast clouds
454,Alta Floresta,BR,-9.8756,-56.0861,71.15,96,100,2.95,light rain
455,Pokhara,NP,28.2333,83.9833,70.27,87,89,3.67,overcast clouds
456,Husavik,IS,66.0449,-17.3389,31.91,91,100,9.33,overcast clouds
457,Pangnirtung,CA,66.1451,-65.7125,24.96,73,89,7.52,overcast clouds
458,Ajaccio,FR,42.0,8.9167,55.56,71,0,8.05,clear sky
459,Pisco,PE,-13.7,-76.2167,59.05,82,18,2.3,few clouds
460,Kaduy,RU,59.2,37.15,41.04,82,100,10.6,overcast clouds
461,Dubbo,AU,-32.25,148.6167,77.13,53,90,13.8,thunderstorm
462,Teya,RU,60.3778,92.6267,34.86,80,99,13.58,overcast clouds
463,Las Vegas,US,36.175,-115.1372,74.08,20,1,12.66,clear sky
464,Harper,LR,4.375,-7.7169,76.95,88,73,6.44,light rain
465,Ouadda,CF,8.0777,22.4007,73.9,82,46,2.71,scattered clouds
466,Yaviza,PA,8.1537,-77.6931,73.0,99,48,1.25,scattered clouds
467,Cuijk,NL,51.7167,5.8667,47.28,97,90,4.61,fog
468,Kaffrine,SN,14.1059,-15.5508,75.09,20,28,6.2,scattered clouds
469,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.79,93,90,12.66,mist
470,Tessalit,ML,20.1986,1.0114,77.0,24,13,7.25,few clouds
471,Kota Bahru,MY,6.1333,102.2386,87.8,84,20,9.22,few clouds
472,Wenling,CN,28.3669,121.36,63.05,73,100,7.38,overcast clouds
473,Kathu,TH,7.9178,98.3332,85.82,98,84,1.41,broken clouds
474,Khash,IR,28.2211,61.2158,67.55,15,0,5.82,clear sky
475,Doba,TD,8.65,16.85,73.89,87,56,3.71,broken clouds
476,Tuatapere,NZ,-46.1333,167.6833,59.7,67,97,4.12,overcast clouds
477,Lorengau,PG,-2.0226,147.2712,84.47,69,48,8.21,scattered clouds
478,Hachinohe,JP,40.5,141.5,49.82,59,64,11.99,broken clouds
479,Vanavara,RU,60.34,102.2797,39.83,64,100,11.77,overcast clouds
480,Rhyl,GB,53.3196,-3.4886,50.29,89,65,8.93,broken clouds
481,Lucapa,AO,-8.4192,20.7447,70.77,87,38,1.23,scattered clouds
482,Datong,CN,40.0936,113.2914,52.45,25,12,4.72,few clouds
483,Buraydah,SA,26.326,43.975,77.45,20,0,5.37,clear sky
484,Dolores,AR,-36.3132,-57.6792,54.23,98,100,3.78,light rain
485,Marzuq,YE,14.4,46.4667,76.59,30,8,8.34,clear sky
486,Stornoway,GB,58.2093,-6.3865,51.93,82,75,26.46,broken clouds
487,Santiago,CL,-33.4569,-70.6483,56.86,59,6,8.05,clear sky
488,Deputatskiy,RU,69.3,139.9,-2.92,99,96,0.83,overcast clouds
489,Kwinana,AU,-32.25,115.7667,81.3,56,0,12.84,clear sky
490,Council Bluffs,US,41.2619,-95.8608,44.82,78,1,5.75,clear sky
491,Srandakan,ID,-7.9386,110.2506,83.91,69,100,10.4,overcast clouds
492,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.25,99,100,1.14,overcast clouds
493,Waingapu,ID,-9.6567,120.2641,87.62,57,50,6.62,scattered clouds
494,Darhan,MN,49.4867,105.9228,46.89,32,0,3.38,clear sky
495,Ambilobe,MG,-13.2,49.05,91.36,42,29,4.94,scattered clouds
496,Namibe,AO,-15.1961,12.1522,66.94,63,27,10.49,scattered clouds
497,Cherbourg,FR,49.6386,-1.6147,54.48,81,90,4.61,overcast clouds
498,Baleshwar,IN,21.4942,86.9317,85.14,50,4,5.61,clear sky
499,Mayo,US,38.8876,-76.5119,59.86,89,1,0.0,mist
500,Ardabil,IR,38.2498,48.2933,58.55,44,0,4.61,clear sky
501,Shahr-E Babak,IR,30.1165,55.1186,58.6,24,0,0.85,clear sky
502,Nizhnyaya Tura,RU,58.6293,59.8118,47.19,69,81,16.55,broken clouds
503,Kamenka,RU,51.3223,42.7678,53.44,57,100,9.17,overcast clouds
504,Half Moon Bay,US,37.4636,-122.4286,58.82,88,90,0.0,mist
505,Shunyi,CN,40.125,116.6453,64.35,27,0,8.95,clear sky
506,Kosh-Agach,RU,50.0,88.6667,38.1,48,73,6.49,broken clouds
507,Brigantine,US,39.4101,-74.3646,58.01,88,1,0.0,clear sky
508,Brae,GB,60.3964,-1.353,48.11,73,97,13.67,overcast clouds
509,Uaua,BR,-9.8414,-39.4817,72.23,86,88,9.55,overcast clouds
510,Saint-Denis,FR,48.9167,2.3333,49.14,88,0,1.14,clear sky
511,Catalao,BR,-18.1658,-47.9464,66.34,58,0,2.98,clear sky
512,Sarangani,PH,5.4033,125.4636,81.81,77,100,8.46,overcast clouds
513,Verkhnevilyuysk,RU,63.4453,120.3167,35.78,81,63,6.17,broken clouds
514,Zhangjiakou,CN,40.81,114.8794,51.55,27,0,2.08,clear sky
515,Chabahar,IR,25.2919,60.643,82.31,58,0,9.64,clear sky
516,Kenai,US,60.5544,-151.2583,42.15,83,90,9.22,overcast clouds
517,Hofn,IS,64.2539,-15.2082,45.23,97,100,10.09,overcast clouds
518,Wiarton,CA,44.7407,-81.1332,36.23,100,75,5.75,broken clouds
519,Bilozerka,UA,46.6248,32.4425,53.98,60,99,5.86,overcast clouds
520,Vao,NC,-22.6667,167.4833,73.63,79,0,7.56,clear sky
521,Tual,ID,-5.6667,132.75,84.15,71,77,9.75,broken clouds
522,Sarahan,IN,31.5167,77.8,60.04,46,51,7.0,broken clouds
523,Leirvik,NO,59.7798,5.5005,40.62,56,45,8.43,scattered clouds
524,Carballo,ES,43.213,-8.691,49.42,93,23,3.31,few clouds
525,Lata,PT,40.1629,-8.3327,53.82,75,5,4.07,clear sky
526,Cabedelo,BR,-6.9811,-34.8339,75.87,79,18,8.99,few clouds
527,Tarakan,ID,3.3,117.6333,85.5,74,75,6.91,broken clouds
528,Akyab,MM,20.15,92.9,82.98,67,99,5.23,overcast clouds
529,Taltal,CL,-25.4,-70.4833,55.87,79,30,3.18,scattered clouds
530,Anshun,CN,26.25,105.9333,54.07,60,81,3.56,broken clouds
531,Sao Felipe,BR,-14.8167,-41.3833,70.43,93,97,3.44,overcast clouds
532,Ostrovnoy,RU,68.0531,39.5131,33.85,66,100,21.65,light rain
533,Pelotas,BR,-31.7719,-52.3425,56.86,98,7,4.14,clear sky
534,Talnakh,RU,69.4865,88.3972,28.26,97,100,6.6,snow
535,Kununurra,AU,-15.7667,128.7333,103.98,29,40,9.22,scattered clouds
536,Barpeta,IN,26.3167,91.0,84.29,58,3,6.76,clear sky
537,Russell,US,32.3502,-85.1999,56.8,88,1,0.0,mist
538,Wattegama,LK,6.7989,81.4808,91.26,46,40,4.7,scattered clouds
539,Ulaanbaatar,MN,47.9077,106.8832,48.33,20,0,6.71,clear sky
540,Zaranj,AF,30.9667,61.8833,66.16,17,0,21.07,clear sky
541,Santa Rosalia,MX,27.3167,-112.2833,74.3,56,0,7.05,clear sky
542,Karasjok,NO,69.4719,25.5112,30.31,95,96,2.89,overcast clouds
543,Halifax,CA,44.6453,-63.5724,61.48,94,100,4.0,overcast clouds
544,Mandera,KE,3.9366,41.867,83.01,56,7,7.61,clear sky
545,Fare,PF,-16.7,-151.0167,77.23,82,95,9.71,moderate rain
546,Gao,ML,16.6362,1.637,85.78,25,93,2.08,overcast clouds
547,Tongren,CN,27.7172,109.1853,64.22,51,24,5.73,few clouds
548,Flin Flon,CA,54.7682,-101.865,33.64,79,100,5.82,overcast clouds
549,Horta,PT,38.5333,-28.6333,62.24,94,20,3.44,few clouds
550,Hualmay,PE,-11.0964,-77.6139,61.77,86,40,9.19,scattered clouds
551,Alyangula,AU,-13.8483,136.4192,87.22,62,16,11.86,heavy intensity rain
552,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,81,75,4.47,broken clouds
553,Pailon,BO,-17.65,-62.75,81.5,46,15,14.9,few clouds
554,Katobu,ID,-4.9408,122.5276,89.08,55,34,7.16,scattered clouds
555,Shingu,JP,33.7333,135.9833,67.19,40,0,2.57,clear sky
556,Raga,SS,8.4596,25.678,77.83,75,89,4.09,overcast clouds
557,Madikeri,IN,12.4167,75.7333,66.13,95,100,1.3,moderate rain
558,Teknaf,BD,20.8624,92.3058,83.26,64,100,4.79,overcast clouds
559,Iracoubo,GF,5.4802,-53.2011,77.7,89,99,7.05,overcast clouds
560,Batasan,PH,12.7667,120.7833,83.95,71,99,4.29,overcast clouds
561,Asekeyevo,RU,53.5742,52.7972,51.75,76,10,14.72,clear sky
562,Guane,CU,22.2025,-84.0875,72.32,88,84,5.61,broken clouds
563,Komsomolskiy,UZ,40.4272,71.7189,53.02,43,3,4.61,clear sky
564,Campina Verde,BR,-19.5356,-49.4864,69.64,47,0,4.03,clear sky
565,Bhakkar,PK,31.6253,71.0657,81.73,36,0,13.44,clear sky
566,Santa Clara,CU,22.4,-79.9667,72.37,100,20,2.3,few clouds
567,Camacha,PT,33.0833,-16.3333,65.16,77,40,9.22,scattered clouds
568,Dungarpur,IN,23.8333,73.7167,82.04,48,2,10.16,clear sky
569,Ancud,CL,-41.8697,-73.8203,46.42,88,99,11.45,light rain
570,Nhulunbuy,AU,-12.2333,136.7667,88.41,62,40,12.66,scattered clouds
571,Airai,TL,-8.9266,125.4092,75.34,56,44,1.5,scattered clouds
572,Maxixe,MZ,-23.8597,35.3472,78.62,69,40,20.71,scattered clouds
573,Ylivieska,FI,64.0833,24.55,34.32,86,100,7.38,overcast clouds
574,Odate,JP,40.2686,140.5683,49.24,87,75,4.61,broken clouds
575,Placerville,US,38.7296,-120.7986,54.68,95,90,1.01,overcast clouds
576,Samarai,PG,-10.6167,150.6667,81.09,80,100,14.79,overcast clouds
577,Yaring,TH,6.8662,101.3689,87.84,68,76,7.81,broken clouds
578,Vigeland,NO,58.0844,7.305,44.94,69,16,15.28,few clouds
579,Havelock,US,34.8791,-76.9013,71.55,92,24,1.99,few clouds
580,Uyskoye,RU,54.3775,60.0047,50.25,71,91,15.41,overcast clouds
581,Sturgeon Falls,CA,46.3646,-79.9326,39.09,72,97,3.67,overcast clouds
582,Nokaneng,BW,-19.6667,22.2667,82.04,30,40,5.55,scattered clouds
583,Chiang Klang,TH,19.2938,100.8617,87.13,96,100,1.32,overcast clouds
584,Viedma,AR,-40.8135,-62.9967,44.91,90,3,11.05,clear sky
585,Necochea,AR,-38.5473,-58.7368,48.04,94,93,4.68,overcast clouds
586,Omsukchan,RU,62.5333,155.8,0.86,91,99,1.66,overcast clouds
587,Bonwapitse,BW,-23.0766,26.7037,81.01,29,3,3.71,clear sky
588,Hays,US,30.0502,-98.0336,71.64,91,0,3.0,clear sky
589,Bima,ID,-8.4667,118.7167,93.33,49,85,0.87,overcast clouds
590,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,78,75,12.66,broken clouds
591,Ust-Nera,RU,64.5667,143.2,10.33,95,94,0.34,overcast clouds
592,Chernaya Kholunitsa,RU,58.8511,51.7154,41.58,74,98,13.38,overcast clouds
593,Karaton,ID,-6.3424,106.1045,89.76,57,95,4.65,overcast clouds
594,Ust-Ishim,RU,57.6935,71.1665,46.08,89,100,12.97,overcast clouds
595,Tukrah,LY,32.5341,20.5791,71.11,51,23,9.06,few clouds
596,Ngunguru,NZ,-35.6167,174.5,61.16,95,100,23.15,light rain
597,Alekseyevsk,RU,57.8406,108.3492,43.27,64,100,6.69,overcast clouds
598,Kupino,RU,54.3663,77.2981,41.79,86,100,24.58,overcast clouds
599,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.69,89,69,0.96,broken clouds
600,Glendive,US,47.1053,-104.7125,44.49,81,1,11.5,clear sky
601,Severnoye,RU,56.3491,78.3619,39.4,95,100,22.37,moderate rain
602,Yaan,NG,7.3833,8.5667,71.19,97,100,2.75,light rain
603,Jinzhou,CN,41.1078,121.1417,60.19,30,0,7.81,clear sky
604,Kumo,NG,10.0447,11.2122,73.89,88,97,8.19,overcast clouds
605,Siilinjarvi,FI,63.0833,27.6667,32.02,80,20,6.91,few clouds
606,Tete,MZ,-16.1564,33.5867,84.29,42,20,4.61,few clouds
607,Poya,NC,-21.35,165.15,75.78,77,12,9.48,few clouds
608,Kapit,MY,2.0167,112.9333,84.65,81,60,0.16,broken clouds
609,Sambava,MG,-14.2667,50.1667,81.54,70,53,5.44,broken clouds
610,Raudeberg,NO,61.9875,5.1352,39.96,53,93,2.08,overcast clouds
611,Barreirinha,BR,-2.7933,-57.07,76.37,84,94,2.77,overcast clouds
612,Alofi,NU,-19.0595,-169.9187,71.49,68,92,6.91,overcast clouds
613,Torrington,US,41.8007,-73.1212,53.13,73,100,1.01,overcast clouds
614,Abu Dhabi,AE,24.4667,54.3667,89.71,66,20,5.75,few clouds
615,Muzhi,RU,65.3667,64.6667,32.63,96,100,6.46,overcast clouds
616,Acari,PE,-15.4311,-74.6158,64.08,69,60,4.92,broken clouds
617,Labytnangi,RU,66.6572,66.4183,29.25,97,100,5.84,light snow
618,Palmer,US,42.1584,-72.3287,53.22,60,90,4.61,overcast clouds
619,Broken Hill,AU,-31.95,141.4333,72.52,25,59,18.52,broken clouds
620,Qui Nhon,VN,13.7667,109.2333,77.68,92,100,12.5,moderate rain
621,Tilichiki,RU,60.4667,166.1,4.73,86,25,6.4,scattered clouds
622,Teguise,ES,29.0605,-13.564,66.42,64,75,11.5,broken clouds
623,Prince George,CA,53.9166,-122.753,44.62,80,20,1.99,few clouds
624,Mogadishu,SO,2.0371,45.3438,81.66,76,23,9.91,few clouds
625,Berea,US,41.3662,-81.8543,47.46,84,90,4.61,overcast clouds
626,Yongzhou,CN,26.4559,111.5988,65.61,54,40,5.91,scattered clouds
627,San Isidro,PE,-12.1167,-77.05,62.02,84,40,10.36,scattered clouds
628,Aktau,KZ,43.65,51.2,55.98,47,0,18.95,clear sky
629,Eloy,US,32.7559,-111.5548,72.09,29,23,3.15,few clouds
630,Boyolangu,ID,-8.1181,111.8935,87.96,58,99,10.11,overcast clouds
631,Ambon,ID,-3.6954,128.1814,87.94,70,40,8.05,scattered clouds
632,Rio Grande City,US,26.3798,-98.8203,76.75,76,100,12.01,overcast clouds
633,Anchorage,US,61.2181,-149.9003,43.43,85,40,0.0,scattered clouds
634,Canutama,BR,-6.5339,-64.3831,75.27,86,29,2.04,scattered clouds
635,Singleton,AU,-32.5667,151.1833,95.99,33,28,5.01,scattered clouds
636,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,64.8,80,23,7.05,few clouds
637,Ampanihy,MG,-24.7,44.75,77.23,50,87,6.29,overcast clouds
638,Ghanzi,BW,-21.5667,21.7833,74.59,12,0,12.93,clear sky
639,Kyzyl-Suu,KG,42.3414,78.0056,37.54,70,90,5.12,overcast clouds
640,Yarega,RU,63.4354,53.5765,38.86,82,99,14.27,overcast clouds
641,Hagenow,DE,53.4333,11.1833,43.21,93,24,11.79,few clouds
642,Shaowu,CN,27.3409,117.4831,54.16,96,100,1.86,overcast clouds
643,Boke,GN,10.9409,-14.2967,73.76,94,70,2.93,broken clouds
644,Nalut,LY,30.3333,10.85,70.02,30,100,10.45,overcast clouds
645,Namwala,ZM,-15.7504,26.4384,82.53,34,75,3.94,broken clouds
646,Salmas,IR,38.1973,44.7653,56.39,37,70,2.04,broken clouds
647,Vetluga,RU,57.8557,45.781,41.9,71,73,11.9,broken clouds
648,Port Macquarie,AU,-31.4333,152.9167,82.36,74,29,10.74,scattered clouds
649,La Libertad,EC,-2.2333,-80.9,70.12,85,100,10.18,overcast clouds
650,Biak,ID,-0.9131,122.8766,85.35,60,78,4.36,broken clouds
651,Adwa,ET,14.1646,38.8955,69.17,48,4,12.64,clear sky
652,Fuengirola,ES,36.54,-4.6247,67.08,60,75,6.91,broken clouds
653,Tura,IN,25.5198,90.2201,79.7,53,0,1.16,clear sky
654,Zaraza,VE,9.3503,-65.3245,70.88,97,27,2.71,scattered clouds
655,Aswan,EG,24.0934,32.907,75.07,38,0,12.68,clear sky
656,Seoul,KR,37.5683,126.9778,65.59,24,0,7.47,clear sky
657,Gobabis,NA,-22.45,18.9667,65.41,16,0,8.97,clear sky
658,Chernyshevskiy,RU,63.0128,112.4714,37.6,78,97,10.38,overcast clouds
659,Wanxian,CN,30.8039,108.3897,70.09,55,76,2.71,broken clouds
660,Krasnyy Kut,RU,50.95,46.9667,55.04,75,100,12.59,overcast clouds
661,Mirandopolis,BR,-21.1336,-51.1017,68.56,50,0,7.76,clear sky
662,Taoudenni,ML,22.6783,-3.9836,74.88,30,0,6.17,clear sky
663,Namatanai,PG,-3.6667,152.4333,83.86,71,70,10.85,broken clouds
664,Samfya,ZM,-11.3649,29.5565,82.94,39,26,1.7,scattered clouds
665,Prieska,ZA,-29.6641,22.7474,57.22,40,3,19.8,clear sky
666,Mount Gambier,AU,-37.8333,140.7667,56.32,64,40,10.94,scattered clouds
667,Pemangkat,ID,1.1667,108.9667,84.69,67,68,5.66,moderate rain
668,Hudson Bay,CA,52.85,-102.3842,34.12,84,97,6.17,overcast clouds
669,Loudeac,FR,48.1783,-2.7543,46.09,88,2,3.36,clear sky
670,Bossangoa,CF,6.4926,17.4552,72.61,93,92,2.24,overcast clouds
671,Carutapera,BR,-1.195,-46.02,77.13,92,94,6.02,overcast clouds
672,Uruzgan,AF,32.8333,66.0,59.27,9,0,2.48,clear sky
673,Trairi,BR,-3.2778,-39.2689,80.49,73,89,8.46,overcast clouds
674,Royan,FR,45.6285,-1.0281,40.98,73,0,9.4,clear sky
675,Miri,MY,4.4148,114.0089,84.34,74,40,6.91,light rain
676,Khorinsk,RU,52.1657,109.7726,47.35,38,0,5.41,clear sky
677,Nurobod,UZ,40.9056,69.8023,50.85,27,1,2.33,clear sky
678,Bakal,RU,54.9417,58.8083,45.05,80,98,15.55,overcast clouds
679,Saint-Pierre,RE,-21.3393,55.4781,83.57,75,0,8.05,clear sky
680,Jales,BR,-20.2689,-50.5458,70.03,49,0,5.97,clear sky
681,Arecibo,PR,18.4724,-66.7157,80.08,82,7,9.64,clear sky
682,Risch,CH,47.1405,8.441,46.49,92,40,1.14,scattered clouds
